"StichtagDatJahr","QuarSort","QuarLang","KreisSort","KreisLang","HHtypSort","HHtypLang","AnzHH","AnzBestWir"
2016,34,"Sihlfeld",3,"Kreis 3",4,"Zweipersonenhaushalt",2057,4114
2016,34,"Sihlfeld",3,"Kreis 3",5,"Ehepaar ohne Kinder",869,1738
2016,34,"Sihlfeld",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",36,72
2016,34,"Sihlfeld",3,"Kreis 3",7,"Ein-Elternhaushalt",428,1001
2016,34,"Sihlfeld",3,"Kreis 3",8,"Ehepaar mit Kinder",1066,4108
2016,34,"Sihlfeld",3,"Kreis 3",9,"Eingetragenes Paar mit Kinder",3,10
2016,34,"Sihlfeld",3,"Kreis 3",10,"Paar mit Kindern",248,846
2016,34,"Sihlfeld",3,"Kreis 3",11,"Patchwork-Haushalt",41,136
2016,34,"Sihlfeld",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",508,1694
2016,34,"Sihlfeld",3,"Kreis 3",13,"Wohngemeinschaft mit Kindern",195,996
2016,34,"Sihlfeld",3,"Kreis 3",14,"Generationenhaushalt",68,388
2016,41,"Werd",4,"Kreis 4",1,"Einpersonenhaushalt",993,993
2016,41,"Werd",4,"Kreis 4",4,"Zweipersonenhaushalt",452,904
2016,41,"Werd",4,"Kreis 4",5,"Ehepaar ohne Kinder",152,304
2016,41,"Werd",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",16,32
2016,41,"Werd",4,"Kreis 4",7,"Ein-Elternhaushalt",39,93
2016,41,"Werd",4,"Kreis 4",8,"Ehepaar mit Kinder",191,848
2016,41,"Werd",4,"Kreis 4",10,"Paar mit Kindern",54,179
2016,41,"Werd",4,"Kreis 4",11,"Patchwork-Haushalt",8,28
2016,41,"Werd",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",176,603
2016,41,"Werd",4,"Kreis 4",13,"Wohngemeinschaft mit Kindern",49,312
2016,41,"Werd",4,"Kreis 4",14,"Generationenhaushalt",9,83
2016,41,"Werd",4,"Kreis 4",15,"Familien-Verbund",1,4
2016,42,"Langstrasse",4,"Kreis 4",1,"Einpersonenhaushalt",3052,3052
2016,42,"Langstrasse",4,"Kreis 4",4,"Zweipersonenhaushalt",1288,2576
2016,42,"Langstrasse",4,"Kreis 4",5,"Ehepaar ohne Kinder",373,746
2016,42,"Langstrasse",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",39,78
2016,42,"Langstrasse",4,"Kreis 4",7,"Ein-Elternhaushalt",112,255
2016,42,"Langstrasse",4,"Kreis 4",8,"Ehepaar mit Kinder",281,1011
2016,42,"Langstrasse",4,"Kreis 4",10,"Paar mit Kindern",102,342
2016,42,"Langstrasse",4,"Kreis 4",11,"Patchwork-Haushalt",13,42
2016,42,"Langstrasse",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",514,1779
2016,42,"Langstrasse",4,"Kreis 4",13,"Wohngemeinschaft mit Kindern",72,343
2016,42,"Langstrasse",4,"Kreis 4",14,"Generationenhaushalt",21,109
2016,44,"Hard",4,"Kreis 4",1,"Einpersonenhaushalt",2912,2912
2016,44,"Hard",4,"Kreis 4",4,"Zweipersonenhaushalt",1122,2244
2016,44,"Hard",4,"Kreis 4",5,"Ehepaar ohne Kinder",554,1108
2016,44,"Hard",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",15,30
2016,44,"Hard",4,"Kreis 4",7,"Ein-Elternhaushalt",342,804
2016,44,"Hard",4,"Kreis 4",8,"Ehepaar mit Kinder",767,2836
2016,44,"Hard",4,"Kreis 4",9,"Eingetragenes Paar mit Kinder",1,3
2016,44,"Hard",4,"Kreis 4",10,"Paar mit Kindern",127,442
2016,44,"Hard",4,"Kreis 4",11,"Patchwork-Haushalt",32,104
2016,44,"Hard",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",379,1255
2016,44,"Hard",4,"Kreis 4",13,"Wohngemeinschaft mit Kindern",121,563
2016,44,"Hard",4,"Kreis 4",14,"Generationenhaushalt",47,226
2016,51,"Gewerbeschule",5,"Kreis 5",1,"Einpersonenhaushalt",2329,2329
2016,51,"Gewerbeschule",5,"Kreis 5",4,"Zweipersonenhaushalt",981,1962
2016,51,"Gewerbeschule",5,"Kreis 5",5,"Ehepaar ohne Kinder",401,802
2016,51,"Gewerbeschule",5,"Kreis 5",6,"Eingetragenes Paar ohne Kinder",28,56
2016,51,"Gewerbeschule",5,"Kreis 5",7,"Ein-Elternhaushalt",161,376
2016,51,"Gewerbeschule",5,"Kreis 5",8,"Ehepaar mit Kinder",415,1572
2016,51,"Gewerbeschule",5,"Kreis 5",10,"Paar mit Kindern",133,460
2016,51,"Gewerbeschule",5,"Kreis 5",11,"Patchwork-Haushalt",19,65
2016,51,"Gewerbeschule",5,"Kreis 5",12,"Wohngemeinschaft ohne Kinder",286,956
2016,51,"Gewerbeschule",5,"Kreis 5",13,"Wohngemeinschaft mit Kindern",64,292
2016,51,"Gewerbeschule",5,"Kreis 5",14,"Generationenhaushalt",42,220
2016,52,"Escher Wyss",5,"Kreis 5",1,"Einpersonenhaushalt",1064,1064
2016,52,"Escher Wyss",5,"Kreis 5",4,"Zweipersonenhaushalt",700,1400
2016,52,"Escher Wyss",5,"Kreis 5",5,"Ehepaar ohne Kinder",312,624
2016,52,"Escher Wyss",5,"Kreis 5",6,"Eingetragenes Paar ohne Kinder",43,86
2016,52,"Escher Wyss",5,"Kreis 5",7,"Ein-Elternhaushalt",74,188
2016,52,"Escher Wyss",5,"Kreis 5",8,"Ehepaar mit Kinder",240,848
2016,52,"Escher Wyss",5,"Kreis 5",9,"Eingetragenes Paar mit Kinder",2,7
2016,52,"Escher Wyss",5,"Kreis 5",10,"Paar mit Kindern",92,312
2016,52,"Escher Wyss",5,"Kreis 5",11,"Patchwork-Haushalt",20,66
2016,52,"Escher Wyss",5,"Kreis 5",12,"Wohngemeinschaft ohne Kinder",253,862
2016,52,"Escher Wyss",5,"Kreis 5",13,"Wohngemeinschaft mit Kindern",51,254
2016,52,"Escher Wyss",5,"Kreis 5",14,"Generationenhaushalt",10,53
2016,61,"Unterstrass",6,"Kreis 6",1,"Einpersonenhaushalt",4993,4993
2016,61,"Unterstrass",6,"Kreis 6",4,"Zweipersonenhaushalt",1802,3604
2016,61,"Unterstrass",6,"Kreis 6",5,"Ehepaar ohne Kinder",1210,2420
2016,61,"Unterstrass",6,"Kreis 6",6,"Eingetragenes Paar ohne Kinder",37,74
2016,61,"Unterstrass",6,"Kreis 6",7,"Ein-Elternhaushalt",507,1219
2016,61,"Unterstrass",6,"Kreis 6",8,"Ehepaar mit Kinder",1503,5733
2016,61,"Unterstrass",6,"Kreis 6",10,"Paar mit Kindern",304,1083
2016,61,"Unterstrass",6,"Kreis 6",11,"Patchwork-Haushalt",51,162
2016,61,"Unterstrass",6,"Kreis 6",12,"Wohngemeinschaft ohne Kinder",496,1665
2016,61,"Unterstrass",6,"Kreis 6",13,"Wohngemeinschaft mit Kindern",168,752
2016,61,"Unterstrass",6,"Kreis 6",14,"Generationenhaushalt",23,103
2016,61,"Unterstrass",6,"Kreis 6",15,"Familien-Verbund",1,5
2016,63,"Oberstrass",6,"Kreis 6",1,"Einpersonenhaushalt",2498,2498
2016,63,"Oberstrass",6,"Kreis 6",4,"Zweipersonenhaushalt",703,1406
2016,63,"Oberstrass",6,"Kreis 6",5,"Ehepaar ohne Kinder",605,1210
2016,63,"Oberstrass",6,"Kreis 6",6,"Eingetragenes Paar ohne Kinder",18,36
2016,63,"Oberstrass",6,"Kreis 6",7,"Ein-Elternhaushalt",178,433
2016,63,"Oberstrass",6,"Kreis 6",8,"Ehepaar mit Kinder",678,2576
2016,63,"Oberstrass",6,"Kreis 6",10,"Paar mit Kindern",149,534
2016,63,"Oberstrass",6,"Kreis 6",11,"Patchwork-Haushalt",26,85
2016,63,"Oberstrass",6,"Kreis 6",12,"Wohngemeinschaft ohne Kinder",193,683
2016,63,"Oberstrass",6,"Kreis 6",13,"Wohngemeinschaft mit Kindern",96,478
2016,63,"Oberstrass",6,"Kreis 6",14,"Generationenhaushalt",17,88
2016,71,"Fluntern",7,"Kreis 7",1,"Einpersonenhaushalt",1410,1410
2016,71,"Fluntern",7,"Kreis 7",4,"Zweipersonenhaushalt",410,820
2016,71,"Fluntern",7,"Kreis 7",5,"Ehepaar ohne Kinder",570,1140
2016,71,"Fluntern",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",31,62
2016,71,"Fluntern",7,"Kreis 7",7,"Ein-Elternhaushalt",163,405
2016,71,"Fluntern",7,"Kreis 7",8,"Ehepaar mit Kinder",564,2132
2016,71,"Fluntern",7,"Kreis 7",9,"Eingetragenes Paar mit Kinder",1,5
2016,71,"Fluntern",7,"Kreis 7",10,"Paar mit Kindern",71,250
2016,71,"Fluntern",7,"Kreis 7",11,"Patchwork-Haushalt",16,57
2016,71,"Fluntern",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",154,550
2016,71,"Fluntern",7,"Kreis 7",13,"Wohngemeinschaft mit Kindern",115,556
2016,71,"Fluntern",7,"Kreis 7",14,"Generationenhaushalt",13,60
2016,71,"Fluntern",7,"Kreis 7",15,"Familien-Verbund",2,11
2016,72,"Hottingen",7,"Kreis 7",1,"Einpersonenhaushalt",2409,2409
2016,72,"Hottingen",7,"Kreis 7",4,"Zweipersonenhaushalt",703,1406
2016,72,"Hottingen",7,"Kreis 7",5,"Ehepaar ohne Kinder",636,1272
2016,72,"Hottingen",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",22,44
2016,72,"Hottingen",7,"Kreis 7",7,"Ein-Elternhaushalt",212,504
2016,72,"Hottingen",7,"Kreis 7",8,"Ehepaar mit Kinder",747,2833
2016,72,"Hottingen",7,"Kreis 7",9,"Eingetragenes Paar mit Kinder",1,4
2016,72,"Hottingen",7,"Kreis 7",10,"Paar mit Kindern",131,463
2016,72,"Hottingen",7,"Kreis 7",11,"Patchwork-Haushalt",24,85
2016,72,"Hottingen",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",218,752
2016,72,"Hottingen",7,"Kreis 7",13,"Wohngemeinschaft mit Kindern",142,690
2016,72,"Hottingen",7,"Kreis 7",14,"Generationenhaushalt",18,98
2016,73,"Hirslanden",7,"Kreis 7",1,"Einpersonenhaushalt",1727,1727
2016,73,"Hirslanden",7,"Kreis 7",4,"Zweipersonenhaushalt",493,986
2016,73,"Hirslanden",7,"Kreis 7",5,"Ehepaar ohne Kinder",412,824
2016,73,"Hirslanden",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",13,26
2016,73,"Hirslanden",7,"Kreis 7",7,"Ein-Elternhaushalt",123,291
2016,73,"Hirslanden",7,"Kreis 7",8,"Ehepaar mit Kinder",474,1745
2016,73,"Hirslanden",7,"Kreis 7",10,"Paar mit Kindern",92,326
2016,73,"Hirslanden",7,"Kreis 7",11,"Patchwork-Haushalt",18,59
2016,73,"Hirslanden",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",136,439
2016,73,"Hirslanden",7,"Kreis 7",13,"Wohngemeinschaft mit Kindern",88,414
2016,73,"Hirslanden",7,"Kreis 7",14,"Generationenhaushalt",17,85
2016,74,"Witikon",7,"Kreis 7",1,"Einpersonenhaushalt",2168,2168
2016,74,"Witikon",7,"Kreis 7",4,"Zweipersonenhaushalt",499,998
2016,74,"Witikon",7,"Kreis 7",5,"Ehepaar ohne Kinder",921,1842
2016,74,"Witikon",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",19,38
2016,74,"Witikon",7,"Kreis 7",7,"Ein-Elternhaushalt",250,594
2016,74,"Witikon",7,"Kreis 7",8,"Ehepaar mit Kinder",852,3240
2016,74,"Witikon",7,"Kreis 7",9,"Eingetragenes Paar mit Kinder",1,3
2016,74,"Witikon",7,"Kreis 7",10,"Paar mit Kindern",88,305
2016,74,"Witikon",7,"Kreis 7",11,"Patchwork-Haushalt",15,48
2016,74,"Witikon",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",148,503
2016,74,"Witikon",7,"Kreis 7",13,"Wohngemeinschaft mit Kindern",92,454
2016,74,"Witikon",7,"Kreis 7",14,"Generationenhaushalt",19,88
2016,81,"Seefeld",8,"Kreis 8",1,"Einpersonenhaushalt",1658,1658
2016,81,"Seefeld",8,"Kreis 8",4,"Zweipersonenhaushalt",475,950
2016,81,"Seefeld",8,"Kreis 8",5,"Ehepaar ohne Kinder",268,536
2016,81,"Seefeld",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",13,26
2016,81,"Seefeld",8,"Kreis 8",7,"Ein-Elternhaushalt",89,206
2016,81,"Seefeld",8,"Kreis 8",8,"Ehepaar mit Kinder",213,779
2016,81,"Seefeld",8,"Kreis 8",10,"Paar mit Kindern",57,191
2016,81,"Seefeld",8,"Kreis 8",11,"Patchwork-Haushalt",19,59
2016,81,"Seefeld",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",125,412
2016,81,"Seefeld",8,"Kreis 8",13,"Wohngemeinschaft mit Kindern",38,174
2016,81,"Seefeld",8,"Kreis 8",14,"Generationenhaushalt",1,6
2016,82,"Mühlebach",8,"Kreis 8",1,"Einpersonenhaushalt",1686,1686
2016,82,"Mühlebach",8,"Kreis 8",4,"Zweipersonenhaushalt",484,968
2016,82,"Mühlebach",8,"Kreis 8",5,"Ehepaar ohne Kinder",326,652
2016,82,"Mühlebach",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",13,26
2016,82,"Mühlebach",8,"Kreis 8",7,"Ein-Elternhaushalt",141,328
2016,82,"Mühlebach",8,"Kreis 8",8,"Ehepaar mit Kinder",331,1219
2016,82,"Mühlebach",8,"Kreis 8",10,"Paar mit Kindern",61,207
2016,82,"Mühlebach",8,"Kreis 8",11,"Patchwork-Haushalt",6,20
2016,82,"Mühlebach",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",129,439
2016,82,"Mühlebach",8,"Kreis 8",13,"Wohngemeinschaft mit Kindern",56,259
2016,82,"Mühlebach",8,"Kreis 8",14,"Generationenhaushalt",8,42
2016,83,"Weinegg",8,"Kreis 8",1,"Einpersonenhaushalt",1168,1168
2016,83,"Weinegg",8,"Kreis 8",4,"Zweipersonenhaushalt",287,574
2016,83,"Weinegg",8,"Kreis 8",5,"Ehepaar ohne Kinder",278,556
2016,83,"Weinegg",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",13,26
2016,83,"Weinegg",8,"Kreis 8",7,"Ein-Elternhaushalt",97,234
2016,83,"Weinegg",8,"Kreis 8",8,"Ehepaar mit Kinder",316,1184
2016,83,"Weinegg",8,"Kreis 8",10,"Paar mit Kindern",45,163
2016,83,"Weinegg",8,"Kreis 8",11,"Patchwork-Haushalt",9,28
2016,83,"Weinegg",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",90,302
2016,83,"Weinegg",8,"Kreis 8",13,"Wohngemeinschaft mit Kindern",49,253
2016,83,"Weinegg",8,"Kreis 8",14,"Generationenhaushalt",5,23
2016,83,"Weinegg",8,"Kreis 8",15,"Familien-Verbund",1,6
2016,91,"Albisrieden",9,"Kreis 9",1,"Einpersonenhaushalt",4574,4574
2016,91,"Albisrieden",9,"Kreis 9",4,"Zweipersonenhaushalt",1516,3032
2016,91,"Albisrieden",9,"Kreis 9",5,"Ehepaar ohne Kinder",1458,2916
2016,91,"Albisrieden",9,"Kreis 9",6,"Eingetragenes Paar ohne Kinder",42,84
2016,91,"Albisrieden",9,"Kreis 9",7,"Ein-Elternhaushalt",426,1004
2016,91,"Albisrieden",9,"Kreis 9",8,"Ehepaar mit Kinder",1497,5529
2016,91,"Albisrieden",9,"Kreis 9",9,"Eingetragenes Paar mit Kinder",2,7
2016,91,"Albisrieden",9,"Kreis 9",10,"Paar mit Kindern",277,966
2016,91,"Albisrieden",9,"Kreis 9",11,"Patchwork-Haushalt",58,185
2016,91,"Albisrieden",9,"Kreis 9",12,"Wohngemeinschaft ohne Kinder",291,978
2016,91,"Albisrieden",9,"Kreis 9",13,"Wohngemeinschaft mit Kindern",187,876
2016,91,"Albisrieden",9,"Kreis 9",14,"Generationenhaushalt",58,289
2016,91,"Albisrieden",9,"Kreis 9",15,"Familien-Verbund",1,6
2016,92,"Altstetten",9,"Kreis 9",1,"Einpersonenhaushalt",6602,6602
2016,92,"Altstetten",9,"Kreis 9",4,"Zweipersonenhaushalt",2039,4078
2016,92,"Altstetten",9,"Kreis 9",5,"Ehepaar ohne Kinder",2138,4276
2016,92,"Altstetten",9,"Kreis 9",6,"Eingetragenes Paar ohne Kinder",52,104
2016,92,"Altstetten",9,"Kreis 9",7,"Ein-Elternhaushalt",717,1727
2016,92,"Altstetten",9,"Kreis 9",8,"Ehepaar mit Kinder",2278,8577
2016,92,"Altstetten",9,"Kreis 9",9,"Eingetragenes Paar mit Kinder",2,8
2016,92,"Altstetten",9,"Kreis 9",10,"Paar mit Kindern",238,810
2016,92,"Altstetten",9,"Kreis 9",11,"Patchwork-Haushalt",86,278
2016,92,"Altstetten",9,"Kreis 9",12,"Wohngemeinschaft ohne Kinder",640,2114
2016,92,"Altstetten",9,"Kreis 9",13,"Wohngemeinschaft mit Kindern",340,1603
2016,92,"Altstetten",9,"Kreis 9",14,"Generationenhaushalt",131,699
2016,101,"Höngg",10,"Kreis 10",1,"Einpersonenhaushalt",4485,4485
2016,101,"Höngg",10,"Kreis 10",4,"Zweipersonenhaushalt",1495,2990
2016,101,"Höngg",10,"Kreis 10",5,"Ehepaar ohne Kinder",1666,3332
2016,101,"Höngg",10,"Kreis 10",6,"Eingetragenes Paar ohne Kinder",41,82
2016,101,"Höngg",10,"Kreis 10",7,"Ein-Elternhaushalt",512,1234
2016,101,"Höngg",10,"Kreis 10",8,"Ehepaar mit Kinder",1716,6396
2016,101,"Höngg",10,"Kreis 10",9,"Eingetragenes Paar mit Kinder",3,10
2016,101,"Höngg",10,"Kreis 10",10,"Paar mit Kindern",263,926
2016,101,"Höngg",10,"Kreis 10",11,"Patchwork-Haushalt",47,154
2016,101,"Höngg",10,"Kreis 10",12,"Wohngemeinschaft ohne Kinder",348,1204
2016,101,"Höngg",10,"Kreis 10",13,"Wohngemeinschaft mit Kindern",198,985
2016,101,"Höngg",10,"Kreis 10",14,"Generationenhaushalt",31,150
2016,101,"Höngg",10,"Kreis 10",15,"Familien-Verbund",1,5
2016,102,"Wipkingen",10,"Kreis 10",1,"Einpersonenhaushalt",4044,4044
2016,102,"Wipkingen",10,"Kreis 10",4,"Zweipersonenhaushalt",1552,3104
2016,102,"Wipkingen",10,"Kreis 10",5,"Ehepaar ohne Kinder",765,1530
2016,102,"Wipkingen",10,"Kreis 10",6,"Eingetragenes Paar ohne Kinder",46,92
2016,102,"Wipkingen",10,"Kreis 10",7,"Ein-Elternhaushalt",348,807
2016,102,"Wipkingen",10,"Kreis 10",8,"Ehepaar mit Kinder",799,2902
2016,102,"Wipkingen",10,"Kreis 10",10,"Paar mit Kindern",260,891
2016,102,"Wipkingen",10,"Kreis 10",11,"Patchwork-Haushalt",31,103
2016,102,"Wipkingen",10,"Kreis 10",12,"Wohngemeinschaft ohne Kinder",454,1511
2016,102,"Wipkingen",10,"Kreis 10",13,"Wohngemeinschaft mit Kindern",120,615
2016,102,"Wipkingen",10,"Kreis 10",14,"Generationenhaushalt",18,94
2016,111,"Affoltern",11,"Kreis 11",1,"Einpersonenhaushalt",4077,4077
2016,111,"Affoltern",11,"Kreis 11",4,"Zweipersonenhaushalt",1291,2582
2016,111,"Affoltern",11,"Kreis 11",5,"Ehepaar ohne Kinder",1715,3430
2016,111,"Affoltern",11,"Kreis 11",6,"Eingetragenes Paar ohne Kinder",28,56
2016,111,"Affoltern",11,"Kreis 11",7,"Ein-Elternhaushalt",671,1674
2016,111,"Affoltern",11,"Kreis 11",8,"Ehepaar mit Kinder",2361,8944
2016,111,"Affoltern",11,"Kreis 11",9,"Eingetragenes Paar mit Kinder",2,7
2016,111,"Affoltern",11,"Kreis 11",10,"Paar mit Kindern",204,726
2016,111,"Affoltern",11,"Kreis 11",11,"Patchwork-Haushalt",63,216
2016,111,"Affoltern",11,"Kreis 11",12,"Wohngemeinschaft ohne Kinder",391,1314
2016,111,"Affoltern",11,"Kreis 11",13,"Wohngemeinschaft mit Kindern",298,1403
2016,111,"Affoltern",11,"Kreis 11",14,"Generationenhaushalt",122,639
2016,111,"Affoltern",11,"Kreis 11",15,"Familien-Verbund",1,4
2016,115,"Oerlikon",12,"Kreis 12",1,"Einpersonenhaushalt",4651,4651
2016,115,"Oerlikon",12,"Kreis 12",4,"Zweipersonenhaushalt",1763,3526
2016,115,"Oerlikon",12,"Kreis 12",5,"Ehepaar ohne Kinder",1182,2364
2016,115,"Oerlikon",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",44,88
2016,115,"Oerlikon",12,"Kreis 12",7,"Ein-Elternhaushalt",379,932
2016,115,"Oerlikon",12,"Kreis 12",8,"Ehepaar mit Kinder",1374,5146
2016,115,"Oerlikon",12,"Kreis 12",10,"Paar mit Kindern",165,585
2016,115,"Oerlikon",12,"Kreis 12",11,"Patchwork-Haushalt",46,147
2016,115,"Oerlikon",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",653,2176
2016,115,"Oerlikon",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",199,962
2016,115,"Oerlikon",12,"Kreis 12",14,"Generationenhaushalt",40,189
2016,119,"Seebach",12,"Kreis 12",1,"Einpersonenhaushalt",4666,4666
2016,119,"Seebach",12,"Kreis 12",4,"Zweipersonenhaushalt",1510,3020
2016,119,"Seebach",12,"Kreis 12",5,"Ehepaar ohne Kinder",1553,3106
2016,119,"Seebach",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",45,90
2016,119,"Seebach",12,"Kreis 12",7,"Ein-Elternhaushalt",565,1434
2016,119,"Seebach",12,"Kreis 12",8,"Ehepaar mit Kinder",1987,7475
2016,119,"Seebach",12,"Kreis 12",10,"Paar mit Kindern",168,588
2016,119,"Seebach",12,"Kreis 12",11,"Patchwork-Haushalt",55,191
2016,119,"Seebach",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",549,1849
2016,119,"Seebach",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",265,1255
2016,119,"Seebach",12,"Kreis 12",14,"Generationenhaushalt",104,574
2016,119,"Seebach",12,"Kreis 12",15,"Familien-Verbund",1,4
2016,121,"Saatlen",12,"Kreis 12",1,"Einpersonenhaushalt",1043,1043
2016,121,"Saatlen",12,"Kreis 12",4,"Zweipersonenhaushalt",300,600
2016,121,"Saatlen",12,"Kreis 12",5,"Ehepaar ohne Kinder",431,862
2016,121,"Saatlen",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",7,14
2016,121,"Saatlen",12,"Kreis 12",7,"Ein-Elternhaushalt",273,746
2016,121,"Saatlen",12,"Kreis 12",8,"Ehepaar mit Kinder",840,3434
2016,121,"Saatlen",12,"Kreis 12",10,"Paar mit Kindern",75,288
2016,121,"Saatlen",12,"Kreis 12",11,"Patchwork-Haushalt",11,37
2016,121,"Saatlen",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",129,538
2016,121,"Saatlen",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",80,392
2016,121,"Saatlen",12,"Kreis 12",14,"Generationenhaushalt",41,223
2016,122,"Schwamendingen-Mitte",12,"Kreis 12",1,"Einpersonenhaushalt",2405,2405
2016,122,"Schwamendingen-Mitte",12,"Kreis 12",4,"Zweipersonenhaushalt",706,1412
2016,122,"Schwamendingen-Mitte",12,"Kreis 12",5,"Ehepaar ohne Kinder",770,1540
2016,122,"Schwamendingen-Mitte",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",14,28
2016,122,"Schwamendingen-Mitte",12,"Kreis 12",7,"Ein-Elternhaushalt",288,673
2016,122,"Schwamendingen-Mitte",12,"Kreis 12",8,"Ehepaar mit Kinder",805,2994
2016,122,"Schwamendingen-Mitte",12,"Kreis 12",10,"Paar mit Kindern",65,237
2016,122,"Schwamendingen-Mitte",12,"Kreis 12",11,"Patchwork-Haushalt",25,79
2016,122,"Schwamendingen-Mitte",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",253,846
2016,122,"Schwamendingen-Mitte",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",106,473
2016,122,"Schwamendingen-Mitte",12,"Kreis 12",14,"Generationenhaushalt",47,237
2016,123,"Hirzenbach",12,"Kreis 12",1,"Einpersonenhaushalt",2084,2084
2016,123,"Hirzenbach",12,"Kreis 12",4,"Zweipersonenhaushalt",609,1218
2016,123,"Hirzenbach",12,"Kreis 12",5,"Ehepaar ohne Kinder",775,1550
2016,123,"Hirzenbach",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",4,8
2016,123,"Hirzenbach",12,"Kreis 12",7,"Ein-Elternhaushalt",361,881
2016,123,"Hirzenbach",12,"Kreis 12",8,"Ehepaar mit Kinder",1104,4215
2016,123,"Hirzenbach",12,"Kreis 12",10,"Paar mit Kindern",81,299
2016,123,"Hirzenbach",12,"Kreis 12",11,"Patchwork-Haushalt",47,152
2016,123,"Hirzenbach",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",228,747
2016,123,"Hirzenbach",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",123,611
2016,123,"Hirzenbach",12,"Kreis 12",14,"Generationenhaushalt",47,255
2017,11,"Rathaus",1,"Kreis 1",1,"Einpersonenhaushalt",1131,1131
2017,11,"Rathaus",1,"Kreis 1",4,"Zweipersonenhaushalt",279,558
2017,11,"Rathaus",1,"Kreis 1",5,"Ehepaar ohne Kinder",186,372
2017,11,"Rathaus",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",12,24
2017,11,"Rathaus",1,"Kreis 1",7,"Ein-Elternhaushalt",56,120
2017,11,"Rathaus",1,"Kreis 1",8,"Ehepaar mit Kinder",107,408
2017,11,"Rathaus",1,"Kreis 1",10,"Paar mit Kindern",23,81
2017,11,"Rathaus",1,"Kreis 1",11,"Patchwork-Haushalt",6,20
2017,11,"Rathaus",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",78,288
2017,11,"Rathaus",1,"Kreis 1",13,"Wohngemeinschaft mit Kindern",13,52
2017,12,"Hochschulen",1,"Kreis 1",1,"Einpersonenhaushalt",111,111
2017,12,"Hochschulen",1,"Kreis 1",4,"Zweipersonenhaushalt",44,88
2017,12,"Hochschulen",1,"Kreis 1",5,"Ehepaar ohne Kinder",21,42
2017,12,"Hochschulen",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",4,8
2017,12,"Hochschulen",1,"Kreis 1",7,"Ein-Elternhaushalt",5,11
2017,12,"Hochschulen",1,"Kreis 1",8,"Ehepaar mit Kinder",19,68
2017,12,"Hochschulen",1,"Kreis 1",10,"Paar mit Kindern",2,7
2017,12,"Hochschulen",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",13,50
2017,12,"Hochschulen",1,"Kreis 1",13,"Wohngemeinschaft mit Kindern",7,35
2017,12,"Hochschulen",1,"Kreis 1",14,"Generationenhaushalt",1,4
2017,13,"Lindenhof",1,"Kreis 1",1,"Einpersonenhaushalt",344,344
2017,13,"Lindenhof",1,"Kreis 1",4,"Zweipersonenhaushalt",90,180
2017,13,"Lindenhof",1,"Kreis 1",5,"Ehepaar ohne Kinder",53,106
2017,13,"Lindenhof",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",3,6
2017,13,"Lindenhof",1,"Kreis 1",7,"Ein-Elternhaushalt",20,47
2017,13,"Lindenhof",1,"Kreis 1",8,"Ehepaar mit Kinder",35,133
