"RaumNr","Raum","Oberthema","Zahl","Thema","Vergleichszahl","Vergleichstext","Bemerkungen"
740,"Witikon","Stadtgebiet",31,"Brunnen",,"Keine Vergleichszahl","Datenquelle: Departement der Industriellen Betriebe (laufende Nachführung)"
810,"Seefeld","Stadtgebiet",17,"Brunnen",,"Keine Vergleichszahl","Datenquelle: Departement der Industriellen Betriebe (laufende Nachführung)"
820,"Mühlebach","Stadtgebiet",20,"Brunnen",,"Keine Vergleichszahl","Datenquelle: Departement der Industriellen Betriebe (laufende Nachführung)"
830,"Weinegg","Stadtgebiet",26,"Brunnen",,"Keine Vergleichszahl","Datenquelle: Departement der Industriellen Betriebe (laufende Nachführung)"
910,"Albisrieden","Stadtgebiet",38,"Brunnen",,"Keine Vergleichszahl","Datenquelle: Departement der Industriellen Betriebe (laufende Nachführung)"
920,"Altstetten","Stadtgebiet",78,"Brunnen",,"Keine Vergleichszahl","Datenquelle: Departement der Industriellen Betriebe (laufende Nachführung)"
1010,"Höngg","Stadtgebiet",64,"Brunnen",,"Keine Vergleichszahl","Datenquelle: Departement der Industriellen Betriebe (laufende Nachführung)"
1020,"Wipkingen","Stadtgebiet",42,"Brunnen",,"Keine Vergleichszahl","Datenquelle: Departement der Industriellen Betriebe (laufende Nachführung)"
1110,"Affoltern","Stadtgebiet",46,"Brunnen",,"Keine Vergleichszahl","Datenquelle: Departement der Industriellen Betriebe (laufende Nachführung)"
1150,"Oerlikon","Stadtgebiet",53,"Brunnen",,"Keine Vergleichszahl","Datenquelle: Departement der Industriellen Betriebe (laufende Nachführung)"
1190,"Seebach","Stadtgebiet",41,"Brunnen",,"Keine Vergleichszahl","Datenquelle: Departement der Industriellen Betriebe (laufende Nachführung)"
1210,"Saatlen","Stadtgebiet",10,"Brunnen",,"Keine Vergleichszahl","Datenquelle: Departement der Industriellen Betriebe (laufende Nachführung)"
1220,"Schwamendingen-Mitte","Stadtgebiet",36,"Brunnen",,"Keine Vergleichszahl","Datenquelle: Departement der Industriellen Betriebe (laufende Nachführung)"
1230,"Hirzenbach","Stadtgebiet",20,"Brunnen",,"Keine Vergleichszahl","Datenquelle: Departement der Industriellen Betriebe (laufende Nachführung)"
0,"Ganze Stadt","Stadtgebiet",66455,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
1,"Kreis 1","Stadtgebiet",2289,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
2,"Kreis 2","Stadtgebiet",9426,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
3,"Kreis 3","Stadtgebiet",7860,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
4,"Kreis 4","Stadtgebiet",3129,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
5,"Kreis 5","Stadtgebiet",1923,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
6,"Kreis 6","Stadtgebiet",5038,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
7,"Kreis 7","Stadtgebiet",4719,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
8,"Kreis 8","Stadtgebiet",4462,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
9,"Kreis 9","Stadtgebiet",7923,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
10,"Kreis 10","Stadtgebiet",5472,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
11,"Kreis 11","Stadtgebiet",9596,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
12,"Kreis 12","Stadtgebiet",4618,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
110,"Rathaus","Stadtgebiet",311,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
120,"Hochschulen","Stadtgebiet",627,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
130,"Lindenhof","Stadtgebiet",505,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
140,"City","Stadtgebiet",846,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
210,"Wollishofen","Stadtgebiet",4326,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
230,"Leimbach","Stadtgebiet",1502,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
240,"Enge","Stadtgebiet",3598,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
310,"Alt-Wiedikon","Stadtgebiet",1181,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
330,"Friesenberg","Stadtgebiet",2674,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
340,"Sihlfeld","Stadtgebiet",4005,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
410,"Werd","Stadtgebiet",291,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
420,"Langstrasse","Stadtgebiet",1079,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
440,"Hard","Stadtgebiet",1759,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
510,"Gewerbeschule","Stadtgebiet",1004,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
520,"Escher Wyss","Stadtgebiet",919,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
610,"Unterstrass","Stadtgebiet",4058,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
630,"Oberstrass","Stadtgebiet",980,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
710,"Fluntern","Stadtgebiet",1248,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
720,"Hottingen","Stadtgebiet",1154,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
730,"Hirslanden","Stadtgebiet",562,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
740,"Witikon","Stadtgebiet",1755,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
810,"Seefeld","Stadtgebiet",1459,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
820,"Mühlebach","Stadtgebiet",503,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
830,"Weinegg","Stadtgebiet",2500,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
910,"Albisrieden","Stadtgebiet",2068,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
920,"Altstetten","Stadtgebiet",5855,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
1010,"Höngg","Stadtgebiet",3795,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
1020,"Wipkingen","Stadtgebiet",1677,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
1110,"Affoltern","Stadtgebiet",3161,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
1150,"Oerlikon","Stadtgebiet",2993,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
1190,"Seebach","Stadtgebiet",3442,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
1210,"Saatlen","Stadtgebiet",974,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
1220,"Schwamendingen-Mitte","Stadtgebiet",1966,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
1230,"Hirzenbach","Stadtgebiet",1678,"Bäume",,"Keine Vergleichszahl","Datenquelle: Tiefbau- und Entsorgungsdepartement (laufende Nachführung)"
0,"Ganze Stadt","Bildung & Freizeit",116,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
1,"Kreis 1","Bildung & Freizeit",2,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
2,"Kreis 2","Bildung & Freizeit",12,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
3,"Kreis 3","Bildung & Freizeit",13,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
4,"Kreis 4","Bildung & Freizeit",6,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
5,"Kreis 5","Bildung & Freizeit",4,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
6,"Kreis 6","Bildung & Freizeit",7,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
7,"Kreis 7","Bildung & Freizeit",9,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
8,"Kreis 8","Bildung & Freizeit",7,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
9,"Kreis 9","Bildung & Freizeit",15,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
10,"Kreis 10","Bildung & Freizeit",10,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
11,"Kreis 11","Bildung & Freizeit",18,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
12,"Kreis 12","Bildung & Freizeit",13,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
110,"Rathaus","Bildung & Freizeit",0,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
120,"Hochschulen","Bildung & Freizeit",1,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
130,"Lindenhof","Bildung & Freizeit",0,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
140,"City","Bildung & Freizeit",1,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
210,"Wollishofen","Bildung & Freizeit",7,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
230,"Leimbach","Bildung & Freizeit",3,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
240,"Enge","Bildung & Freizeit",2,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
310,"Alt-Wiedikon","Bildung & Freizeit",2,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
330,"Friesenberg","Bildung & Freizeit",6,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
340,"Sihlfeld","Bildung & Freizeit",5,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
410,"Werd","Bildung & Freizeit",0,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
420,"Langstrasse","Bildung & Freizeit",3,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
440,"Hard","Bildung & Freizeit",3,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
510,"Gewerbeschule","Bildung & Freizeit",2,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
520,"Escher Wyss","Bildung & Freizeit",2,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
610,"Unterstrass","Bildung & Freizeit",5,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
630,"Oberstrass","Bildung & Freizeit",2,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
710,"Fluntern","Bildung & Freizeit",2,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
720,"Hottingen","Bildung & Freizeit",3,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
730,"Hirslanden","Bildung & Freizeit",2,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
740,"Witikon","Bildung & Freizeit",2,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
810,"Seefeld","Bildung & Freizeit",0,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
820,"Mühlebach","Bildung & Freizeit",4,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
830,"Weinegg","Bildung & Freizeit",3,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
910,"Albisrieden","Bildung & Freizeit",5,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
920,"Altstetten","Bildung & Freizeit",10,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
1010,"Höngg","Bildung & Freizeit",7,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
1020,"Wipkingen","Bildung & Freizeit",3,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
1110,"Affoltern","Bildung & Freizeit",7,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
1150,"Oerlikon","Bildung & Freizeit",5,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
1190,"Seebach","Bildung & Freizeit",6,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
1210,"Saatlen","Bildung & Freizeit",4,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
1220,"Schwamendingen-Mitte","Bildung & Freizeit",4,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
1230,"Hirzenbach","Bildung & Freizeit",5,"Schulen (Volksschule)",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
0,"Ganze Stadt","Bildung & Freizeit",6,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
1,"Kreis 1","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
2,"Kreis 2","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
3,"Kreis 3","Bildung & Freizeit",1,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
4,"Kreis 4","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
5,"Kreis 5","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
6,"Kreis 6","Bildung & Freizeit",1,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
7,"Kreis 7","Bildung & Freizeit",1,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
8,"Kreis 8","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
9,"Kreis 9","Bildung & Freizeit",1,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
10,"Kreis 10","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
11,"Kreis 11","Bildung & Freizeit",1,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
12,"Kreis 12","Bildung & Freizeit",1,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
110,"Rathaus","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
120,"Hochschulen","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
130,"Lindenhof","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
140,"City","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
210,"Wollishofen","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
230,"Leimbach","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
240,"Enge","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
310,"Alt-Wiedikon","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
330,"Friesenberg","Bildung & Freizeit",1,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
340,"Sihlfeld","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
410,"Werd","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
420,"Langstrasse","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
440,"Hard","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
510,"Gewerbeschule","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
520,"Escher Wyss","Bildung & Freizeit",0,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
610,"Unterstrass","Bildung & Freizeit",1,"Freibäder",,"Keine Vergleichszahl","Datenquelle: Schul- und Sportdepartement (laufende Nachführung)"
